quarter,country,mortgage_lending_stock,gross_disposable_income_quarterly,gross_disposable_income_annual,mortgage_leverage_ratio
2003Q1,AT,36366.0,34042.3,140727.8,25.841376046523855
2003Q2,AT,36428.0,39205.5,141668.4,25.713567739877064
2003Q3,AT,38752.0,35229.1,143898.5,26.930093086446348
2003Q4,AT,39746.0,36603.0,145079.9,27.395938376025903
2004Q1,AT,40627.0,34814.7,145852.3,27.854891558103645
2004Q2,AT,45853.0,40635.0,147281.8,31.13283515003212
2004Q3,AT,46822.0,36625.9,148678.6,31.492090993592893
2004Q4,AT,48078.0,37759.8,149835.4,32.08721036550775
2005Q1,AT,48718.0,36310.2,151330.9,32.193028654425504
2005Q2,AT,51505.0,43587.4,154283.3,33.38339275864595
2005Q3,AT,52739.0,38573.5,156230.90000000002,33.75708646624963
2005Q4,AT,54828.0,40637.2,159108.3,34.459547364908055
2006Q1,AT,55112.0,39232.9,162031.0,34.01324437916201
2006Q2,AT,56301.0,44257.7,162701.3,34.60390298049247
2006Q3,AT,57416.0,39668.7,163796.5,35.05325205361531
2006Q4,AT,61793.0,43932.9,167092.2,36.98137914277267
2007Q1,AT,62770.0,40916.4,168775.7,37.19137292868582
2007Q2,AT,63743.0,47132.7,171650.69999999998,37.135298603501184
2007Q3,AT,64942.0,42443.9,174425.90000000002,37.231856048900994
2007Q4,AT,65897.0,44946.1,175439.1,37.561182199407085
2008Q1,AT,67720.0,43905.7,178428.4,37.95359931490727
2008Q2,AT,68149.0,49253.5,180549.19999999998,37.74539017619574
2008Q3,AT,69718.0,42894.6,180999.9,38.51825332500184
2008Q4,AT,72061.0,44976.2,181030.0,39.80610948461581
2009Q1,AT,71352.0,43664.8,180789.1,39.46698113990279
2009Q2,AT,71473.0,49667.9,181203.5,39.44349860791872
2009Q3,AT,72429.0,43523.9,181832.8,39.832747447105255
2009Q4,AT,73455.0,46158.7,183015.3,40.13598863045877
2010Q1,AT,74600.0,43773.9,183124.4,40.7373348390493
2010Q2,AT,77200.0,49548.0,183004.5,42.18475501968531
2010Q3,AT,77736.0,43883.1,183363.69999999998,42.39443248581917
2010Q4,AT,80008.0,46967.4,184172.4,43.44190551895941
2011Q1,AT,79213.0,44219.9,184618.40000000002,42.90634086309923
2011Q2,AT,82077.0,50355.9,185426.30000000002,44.26394745513446
2011Q3,AT,83030.0,42696.8,184240.0,45.06621797655232
2011Q4,AT,83960.0,49632.3,186904.90000000002,44.92124069513426
2012Q1,AT,84586.0,46784.8,189469.8,44.643526303400336
2012Q2,AT,85285.0,53390.8,192504.7,44.30281442479067
2012Q3,AT,85706.0,45389.1,195197.0,43.90743710200464
2012Q4,AT,86281.0,50315.1,195879.8,44.0479314355028
2013Q1,AT,85814.0,46855.0,195950.0,43.79382495534575
2013Q2,AT,85549.0,52625.1,195184.3,43.82985721699952
2013Q3,AT,86680.0,44271.8,194067.0,44.66498683444377
2013Q4,AT,87622.0,51289.3,195041.2,44.92486715627262
2014Q1,AT,87835.0,47481.0,195667.2,44.88999689268308
2014Q2,AT,88589.0,53579.0,196621.1,45.05569341235503
2014Q3,AT,89680.0,46135.1,198484.4,45.18239216784795
2014Q4,AT,90710.0,52839.9,200035.0,45.34706426375384
2015Q1,AT,93861.0,48520.1,201074.1,46.679806101332794
2015Q2,AT,94573.0,55067.2,202562.3,46.68835217609595
2015Q3,AT,95214.0,47090.1,203517.3,46.78422915398347
2015Q4,AT,96925.0,53664.7,204342.09999999998,47.43271210386896
2016Q1,AT,97235.0,49921.1,205743.09999999998,47.26039415173584
2016Q2,AT,98365.0,57464.4,208140.3,47.258988288188306
2016Q3,AT,100162.0,47735.8,208786.0,47.97352312894543
2016Q4,AT,101169.0,57486.3,212607.59999999998,47.58484644951545
2017Q1,AT,101753.0,50216.6,212903.1,47.793103998955395
2017Q2,AT,102476.0,60052.4,215491.10000000003,47.55463218666571
2017Q3,AT,103188.0,49403.9,217159.2,47.51721317816606
2017Q4,AT,107354.0,58863.2,218536.1,49.12414928242977
2018Q1,AT,107680.0,52837.9,221157.40000000002,48.68930454056703
2018Q2,AT,108950.0,61816.7,222921.69999999998,48.87366281523961
2018Q3,AT,111059.0,51913.1,225430.9,49.26520720983681
2018Q4,AT,112666.0,59846.7,226414.4,49.760969266972424
2019Q1,AT,113095.0,54268.1,227844.6,49.636901642610795
2019Q2,AT,114915.0,62656.2,228684.09999999998,50.25054212339205
2019Q3,AT,117106.0,53013.1,229784.09999999998,50.96349138169265
2019Q4,AT,119774.0,61180.4,231117.8,51.82378856150414
2020Q1,AT,118439.0,53608.6,230458.3,51.39281162796047
2020Q2,AT,119975.0,61100.1,228902.19999999998,52.41321402765025
2020Q3,AT,122777.0,54344.0,230233.1,53.32725833079605
2020Q4,AT,125528.0,63280.7,232333.40000000002,54.02925278931053
2021Q1,AT,126954.0,56326.9,235051.7,54.01109628222216
2021Q2,AT,129803.0,66346.5,240298.1,54.01748911040079
2021Q3,AT,132794.0,55579.9,241534.0,54.97942318679772
2021Q4,AT,135896.0,64455.0,242708.3,55.99149266835951
2022Q1,AT,137307.0,61834.5,248215.9,55.31756829437599
2022Q2,AT,140260.0,71240.1,253109.5,55.41475132304397
2022Q3,AT,142186.0,64925.9,262455.5,54.17527923781365
2022Q4,AT,142157.0,70475.1,268475.6,52.94969077264378
2023Q1,AT,140274.0,68709.7,275350.8,50.94374158346372
2023Q2,AT,139849.0,78159.2,282269.9,49.54442538860856
2023Q3,AT,139082.0,66466.2,283810.2,49.00528592700333
2023Q4,AT,138585.0,74712.5,288047.6,48.11183984869168
2024Q1,AT,136889.0,73398.9,292736.8,46.76180104448775
2024Q2,AT,136457.0,84437.2,299014.8,45.635533759532976
2024Q3,AT,136357.0,71421.3,303969.89999999997,44.85871791910976
2024Q4,AT,136341.0,80417.3,309674.69999999995,44.027167863567804
2025Q1,AT,135752.0,75734.3,312010.10000000003,43.50884795075544
2025Q2,AT,136230.0,85024.3,312597.2,43.58004486284586
2025Q3,AT,137265.0,70928.1,312104.0,43.98053213031554
2003Q1,BE,65435.0,40863.0,170025.8,38.48533575492661
2003Q2,BE,67386.0,47817.3,170998.7,39.40731713165071
2003Q3,BE,69087.0,40754.3,171938.5,40.18122759009762
2003Q4,BE,71710.0,43060.9,172495.5,41.572098982292296
2004Q1,BE,73297.0,41250.2,172882.7,42.39695469818553
2004Q2,BE,75540.0,47805.6,172871.0,43.69732343770789
2004Q3,BE,78011.0,42517.7,174634.4,44.67103846664804
2004Q4,BE,80440.0,45093.1,176666.6,45.53209265361986
2005Q1,BE,82905.0,43710.8,179127.2,46.28275326136957
2005Q2,BE,87346.0,49275.9,180597.5,48.36501058984759
2005Q3,BE,90700.0,43705.2,181785.0,49.894105674285555
2005Q4,BE,94732.0,47052.0,183743.9,51.55654146885965
2006Q1,BE,98342.0,46034.5,186067.59999999998,52.85283413125123
2006Q2,BE,102248.0,53700.6,190492.3,53.675660381023285
2006Q3,BE,105333.0,45039.1,191826.2,54.91064307169719
2006Q4,BE,107378.0,49100.6,193874.8,55.38522799249825
2007Q1,BE,109384.0,49072.3,196912.6,55.549517907944946
2007Q2,BE,112179.0,54960.7,198172.7,56.606686995736545
2007Q3,BE,110978.0,48388.4,201522.0,55.06991792459384
2007Q4,BE,113746.0,51687.3,204108.7,55.728148775627886
2008Q1,BE,115980.0,51310.3,206346.7,56.206374998970176
2008Q2,BE,103728.0,58613.2,209999.19999999998,49.39447388371004
2008Q3,BE,106111.0,51021.8,212632.6,49.90344848344045
2008Q4,BE,86346.0,54477.3,215422.6,40.08214551305202
2009Q1,BE,82607.0,52482.6,216594.9,38.13894048290149
2009Q2,BE,76285.0,58791.9,216773.6,35.19109338037473
2009Q3,BE,79151.0,50626.4,216378.2,36.57993272889782
2009Q4,BE,79342.0,55637.2,217538.1,36.47269145037122
2010Q1,BE,81501.0,51735.2,216790.7,37.59432484880578
2010Q2,BE,81559.0,60456.2,218455.0,37.33446247510929
2010Q3,BE,85119.0,51447.6,219276.19999999998,38.81816631262308
2010Q4,BE,84576.0,56846.4,220485.4,38.359002455491385
2011Q1,BE,87233.0,53056.9,221807.1,39.32831726306326
2011Q2,BE,90638.0,62832.4,224183.3,40.430308591228695
2011Q3,BE,92280.0,53219.9,225955.6,40.83988181748981
2011Q4,BE,83013.0,58625.7,227734.9,36.45159349752717
2012Q1,BE,85645.0,54249.8,228927.80000000002,37.41135851565428
2012Q2,BE,88673.0,65098.1,231193.5,38.35445200665244
2012Q3,BE,85401.0,55039.9,233013.5,36.650666163119304
2012Q4,BE,88419.0,59550.1,233937.90000000002,37.7959278936846
2013Q1,BE,90234.0,55548.3,235236.4,38.35885942821775
2013Q2,BE,93457.0,65765.5,235903.8,39.616572518119675
2013Q3,BE,95955.0,55620.9,236484.8,40.57554650446879
2013Q4,BE,98318.0,59681.5,236616.2,41.551677357678805
2014Q1,BE,100756.0,56757.8,237825.7,42.36548026558946
2014Q2,BE,105974.0,66284.4,238344.6,44.462513520339876
2014Q3,BE,109518.0,55943.2,238666.90000000002,45.88738530562889
2014Q4,BE,117883.0,60752.3,239737.7,49.171657190337605
2015Q1,BE,122669.0,56991.1,239971.0,51.1182601230982
2015Q2,BE,126248.0,67699.1,241385.7,52.3013583654707
2015Q3,BE,129471.0,56508.4,241950.9,53.51127026185891
2015Q4,BE,131693.0,61577.1,242775.7,54.24472053834053
2016Q1,BE,134328.0,58398.0,244182.6,55.01129073078918
2016Q2,BE,134478.0,69006.8,245490.3,54.77935380746205
2016Q3,BE,138075.0,59508.5,248490.40000000002,55.56552687749707
2016Q4,BE,143820.0,63097.5,250010.8,57.52551489775642
2017Q1,BE,145132.0,60159.6,251772.4,57.644126202872116
2017Q2,BE,145786.0,72380.8,255146.4,57.13817635678967
2017Q3,BE,147947.0,60665.0,256302.90000000002,57.72349825148291
2017Q4,BE,152348.0,66087.6,259293.00000000003,58.755153436459906
2018Q1,BE,154935.0,61999.9,261133.30000000002,59.33176657285762
2018Q2,BE,158679.0,73486.6,262239.1,60.509283321976014
2018Q3,BE,161956.0,62252.6,263826.7,61.38726671712909
2018Q4,BE,165845.0,70327.4,268066.5,61.86711133244922
2019Q1,BE,164624.0,64483.5,270550.1,60.8478799305563
2019Q2,BE,168476.0,78684.2,275747.7,61.097880417497585
2019Q3,BE,172492.0,64611.8,278106.9,62.02363191995596
2019Q4,BE,178486.0,72044.6,279824.1,63.785070692624416
2020Q1,BE,185530.0,67181.4,282522.0,65.66922221986252
2020Q2,BE,187217.0,76150.2,279988.0,66.86607997485606
2020Q3,BE,193059.0,67998.1,283374.3,68.12861999129774
2020Q4,BE,197621.0,73852.2,285181.9,69.29647358405285
2021Q1,BE,201162.0,68665.3,286665.8,70.17300284861327
2021Q2,BE,206450.0,82796.7,293312.3,70.38572879487155
2021Q3,BE,209716.0,71094.2,296408.4,70.75238083671043
2021Q4,BE,213404.0,78072.7,300628.9,70.98585664917778
2022Q1,BE,217269.0,72686.5,304650.1,71.31755413833773
2022Q2,BE,224056.0,93766.3,315619.7,70.98923166076135
2022Q3,BE,227527.0,77738.5,322264.0,70.60267358439044
2022Q4,BE,230625.0,85216.4,329407.7,70.01202461266084
2023Q1,BE,230955.0,82401.3,339122.5,68.10370883677727
2023Q2,BE,231719.0,102592.7,347948.9,66.59569839134424
2023Q3,BE,233020.0,83251.0,353461.4,65.9251618422832
2023Q4,BE,235311.0,90552.8,358797.8,65.58317804624221
2024Q1,BE,236561.0,84202.3,360598.8,65.60227044571418
2024Q2,BE,238161.0,106415.9,364422.0,65.35307967137001
2024Q3,BE,240383.0,86440.2,367611.19999999995,65.39055393306843
2024Q4,BE,243804.0,91887.1,368945.5,66.0813046913433
2025Q1,BE,241714.0,87952.7,372695.9,64.85555650062155
2025Q2,BE,243967.0,110168.5,376448.5,64.80753675469553
2025Q3,BE,246587.0,89593.4,379601.7,64.95940350109075
2003Q1,DE,921356.0,378399.0,1477856.0,62.344098477794866
2003Q2,DE,924700.0,368707.0,1488996.0,62.102248763596414
2003Q3,DE,930259.0,375245.0,1499610.0,62.03339534945752
2003Q4,DE,937379.0,384368.0,1506719.0,62.213259406697595
2004Q1,DE,931475.0,385653.0,1513973.0,61.52520553536952
2004Q2,DE,938066.0,377202.0,1522468.0,61.61482540191321
2004Q3,DE,946700.0,380489.0,1527712.0,61.96848620682432
2004Q4,DE,949457.0,393369.0,1536713.0,61.7849266583936
2005Q1,DE,946567.0,390012.0,1541072.0,61.422633076196306
2005Q2,DE,948569.0,385919.0,1549789.0,61.206331958737614
2005Q3,DE,955216.0,389884.0,1559184.0,61.26384057301768
2005Q4,DE,961186.0,401392.0,1567207.0,61.33114515185295
2006Q1,DE,968337.0,399715.0,1576910.0,61.40724581618482
2006Q2,DE,969945.0,394754.0,1585745.0,61.16651794582357
2006Q3,DE,975100.0,398425.0,1594286.0,61.16217541896498
2006Q4,DE,976123.0,411988.0,1604882.0,60.82210405500218
2007Q1,DE,971999.0,409881.0,1615048.0,60.183907846701764
2007Q2,DE,970016.0,403037.0,1623331.0,59.75466494510362
2007Q3,DE,969862.0,406518.0,1631424.0,59.44880055705936
2007Q4,DE,967492.0,419200.0,1638636.0,59.04252073065648
2008Q1,DE,962903.0,419805.0,1648560.0,58.408732469549186
2008Q2,DE,962159.0,417746.0,1663269.0,57.84746784795484
2008Q3,DE,963105.0,420882.0,1677633.0,57.40856313627594
2008Q4,DE,959840.0,417311.0,1675744.0,57.278438711402224
2009Q1,DE,953998.0,416258.0,1672197.0,57.05057478275586
2009Q2,DE,955100.0,413164.0,1667615.0,57.27341142889696
2009Q3,DE,960099.0,416056.0,1662789.0,57.74027853203263
2009Q4,DE,962332.0,424420.0,1669898.0,57.628190464327766
2010Q1,DE,959131.0,421390.0,1675030.0,57.26052667713414
2010Q2,DE,960486.0,419905.0,1681771.0,57.111580589747355
2010Q3,DE,965474.0,427613.0,1693328.0,57.01636068145096
2010Q4,DE,968542.0,437880.0,1706788.0,56.746473492900115
2011Q1,DE,967337.0,434661.0,1720059.0,56.238594141247475
2011Q2,DE,970857.0,435881.0,1736035.0,55.92381490004522
2011Q3,DE,976036.0,441548.0,1749970.0,55.77444184757453
2011Q4,DE,979941.0,449816.0,1761906.0,55.6182338898897
2012Q1,DE,979751.0,453070.0,1780315.0,55.0324521222368
2012Q2,DE,982867.0,443852.0,1788286.0,54.96139879191584
2012Q3,DE,990644.0,450491.0,1797229.0,55.120632929916
2012Q4,DE,999145.0,455045.0,1802458.0,55.4323595889613
2013Q1,DE,1000640.0,452032.0,1801420.0,55.547290470850776
2013Q2,DE,1006158.0,452601.0,1810169.0,55.583649924399325
2013Q3,DE,1014741.0,461170.0,1820848.0,55.72903394462361
2013Q4,DE,1019370.0,463791.0,1829594.0,55.715639644642465
2014Q1,DE,1020242.0,464949.0,1842511.0,55.37236955437444
2014Q2,DE,1026527.0,463294.0,1853204.0,55.392012967811425
2014Q3,DE,1036937.0,472801.0,1864835.0,55.60475859794566
2014Q4,DE,1049113.0,480337.0,1881381.0,55.76292096071981
2015Q1,DE,1051397.0,476085.0,1892517.0,55.55548510264373
2015Q2,DE,1061364.0,478188.0,1907411.0,55.64422140797133
2015Q3,DE,1075136.0,487183.0,1921793.0,55.944422734394394
2015Q4,DE,1085507.0,497770.0,1939226.0,55.976301885391386
2016Q1,DE,1089759.0,492767.0,1955908.0,55.71627090844764
2016Q2,DE,1101327.0,493636.0,1971356.0,55.86646957728589
2016Q3,DE,1115659.0,499937.0,1984110.0,56.229694926188564
2016Q4,DE,1125880.0,511915.0,1998255.0,56.343159406582245
2017Q1,DE,1131887.0,512316.0,2017804.0,56.09499237785236
2017Q2,DE,1147488.0,510296.0,2034464.0,56.40247259228966
2017Q3,DE,1163064.0,517456.0,2051983.0,56.68000173490716
2017Q4,DE,1174542.0,529813.0,2069881.0,56.744421539209256
2018Q1,DE,1184676.0,534043.0,2091608.0,56.63948502778723
2018Q2,DE,1201025.0,531831.0,2113143.0,56.83595478394032
2018Q3,DE,1218390.0,538345.0,2134032.0,57.09333318338244
2018Q4,DE,1231395.0,551685.0,2155904.0,57.117339176512495
2019Q1,DE,1242084.0,547444.0,2169305.0,57.25723215499895
2019Q2,DE,1262770.0,545504.0,2182978.0,57.84620825312944
2019Q3,DE,1283077.0,556349.0,2200982.0,58.295660755062976
2019Q4,DE,1301185.0,564790.0,2214087.0,58.76846754440995
2020Q1,DE,1316864.0,558412.0,2225055.0,59.18343591506727
2020Q2,DE,1336079.0,538508.0,2218059.0,60.23640489274632
2020Q3,DE,1362063.0,555813.0,2217523.0,61.42272256026205
2020Q4,DE,1386658.0,570029.0,2222762.0,62.38445681543953
2021Q1,DE,1405532.0,569644.0,2233994.0,62.915656890752615
2021Q2,DE,1432150.0,565194.0,2260680.0,63.35040784188828
2021Q3,DE,1460050.0,568852.0,2273719.0,64.21417950063311
2021Q4,DE,1485885.0,598301.0,2301991.0,64.54781969173642
2022Q1,DE,1505398.0,609374.0,2341721.0,64.28596745726753
2022Q2,DE,1531882.0,617939.0,2394466.0,63.975934508988644
2022Q3,DE,1554813.0,636857.0,2462471.0,63.140357795076575
2022Q4,DE,1567538.0,658745.0,2522915.0,62.13201792371126
2023Q1,DE,1571291.0,661307.0,2574848.0,61.0246119382581
2023Q2,DE,1576414.0,666790.0,2623699.0,60.083645265710736
2023Q3,DE,1583317.0,671823.0,2658665.0,59.55308397259527
2023Q4,DE,1585401.0,686879.0,2686799.0,59.007056352187114
2024Q1,DE,1586135.0,690805.0,2716297.0,58.39328320872128
2024Q2,DE,1591333.0,688636.0,2738143.0,58.117234928928106
2024Q3,DE,1599582.0,700867.0,2767187.0,57.80534528385686
2024Q4,DE,1605228.0,713632.0,2793940.0,57.453918122794335
2025Q1,DE,1611038.0,710743.0,2813878.0,57.253299538928125
2025Q2,DE,1621129.0,709690.0,2834932.0,57.18405238644172
2025Q3,DE,1634976.0,723949.0,2858014.0,57.206717671781874
2003Q1,ES,245865.0,120199.0,495998.0,49.56975632966262
2003Q2,ES,257531.0,139387.0,504956.0,51.00068124747503
2003Q3,ES,265990.0,125491.0,514778.0,51.67081732319563
2003Q4,ES,277573.0,138587.0,523664.0,53.005935103425095
2004Q1,ES,290334.0,127391.0,530856.0,54.691667796916676
2004Q2,ES,303232.0,147449.0,538918.0,56.26681610189305
2004Q3,ES,316791.0,131816.0,545243.0,58.100883459301635
2004Q4,ES,335665.0,147376.0,554032.0,60.58585063678632
2005Q1,ES,353692.0,134259.0,560900.0,63.05794259226244
2005Q2,ES,397093.0,159894.0,573345.0,69.258997636676
2005Q3,ES,421193.0,142159.0,583688.0,72.16064061621962
2005Q4,ES,450982.0,156081.0,592393.0,76.12885364951984
2006Q1,ES,477449.0,143063.0,601197.0,79.41639762008127
2006Q2,ES,504535.0,169422.0,610725.0,82.6124687870973
2006Q3,ES,525856.0,150185.0,618751.0,84.98669093060052
2006Q4,ES,551506.0,165626.0,628296.0,87.77805365623847
2007Q1,ES,573826.0,150420.0,635653.0,90.27346681286804
2007Q2,ES,596619.0,178258.0,644489.0,92.57241007992378
2007Q3,ES,612786.0,151462.0,645766.0,94.89288689711134
2007Q4,ES,626573.0,181847.0,661987.0,94.65034811861864
2008Q1,ES,638070.0,156914.0,668481.0,95.45073083602973
2008Q2,ES,648319.0,188361.0,678584.0,95.53997736462988
2008Q3,ES,654979.0,162220.0,689342.0,95.01510135752646
2008Q4,ES,658094.0,189823.0,697318.0,94.3750197184068
2009Q1,ES,654316.0,155720.0,696124.0,93.99417345185628
2009Q2,ES,654377.0,188374.0,696137.0,94.00118080205478
2009Q3,ES,655108.0,162988.0,696905.0,94.00248240434492
2009Q4,ES,657191.0,186138.0,693220.0,94.80266005020052
2010Q1,ES,658067.0,158683.0,696183.0,94.52500276507757
2010Q2,ES,663145.0,189136.0,696945.0,95.15026293323002
2010Q3,ES,661727.0,162611.0,696568.0,94.99819113137555
2010Q4,ES,665222.0,186966.0,697396.0,95.38655226012193
2011Q1,ES,660495.0,159669.0,698382.0,94.57503200254303
2011Q2,ES,661302.0,192126.0,701372.0,94.28691193831519
2011Q3,ES,657992.0,165333.0,704094.0,93.45229472201156
2011Q4,ES,658682.0,184793.0,701921.0,93.839905060541
2012Q1,ES,651808.0,154270.0,696522.0,93.58038942057824
2012Q2,ES,646261.0,179456.0,683852.0,94.50305036762342
2012Q3,ES,641493.0,157503.0,676022.0,94.89232598939088
2012Q4,ES,635058.0,174226.0,665455.0,95.4321479288607
2013Q1,ES,627305.0,151773.0,662958.0,94.62213292546436
2013Q2,ES,620726.0,181004.0,664506.0,93.411647148408
2013Q3,ES,612522.0,154906.0,661909.0,92.53870245003468
2013Q4,ES,606379.0,175794.0,663477.0,91.39412519198103
2014Q1,ES,598396.0,147555.0,659259.0,90.7679682795381
2014Q2,ES,594234.0,178056.0,656311.0,90.54152680665112
2014Q3,ES,587779.0,156008.0,657413.0,89.40787602313918
2014Q4,ES,581720.0,183006.0,664625.0,87.52604852360354
2015Q1,ES,575905.0,155747.0,672817.0,85.59608333320948
2015Q2,ES,565921.0,188073.0,682834.0,82.87826909614928
2015Q3,ES,559640.0,162433.0,689259.0,81.19444214729151
2015Q4,ES,554077.0,185750.0,692003.0,80.06858351770151
2016Q1,ES,548901.0,160099.0,696355.0,78.82488098742739
2016Q2,ES,546054.0,195107.0,703389.0,77.63186515569622
2016Q3,ES,542399.0,163880.0,704836.0,76.9539297084712
2016Q4,ES,537693.0,191057.0,710143.0,75.71615857651204
2017Q1,ES,533693.0,163147.0,713191.0,74.83170707426201
2017Q2,ES,530721.0,201918.0,720002.0,73.71104524709654
2017Q3,ES,528096.0,167886.0,724008.0,72.94063049027083
2017Q4,ES,523989.0,198851.0,731802.0,71.60256462813712
2018Q1,ES,527140.0,168167.0,736822.0,71.54238065638648
2018Q2,ES,526898.0,206026.0,740930.0,71.11306061301337
